"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"70","1553150_at","KDM1B","221656","lysine demethylase 1B",0.666265570110907,6.69974848178308,2.17492629235779,0.045344851126464,0.148090686793853,-4.08791299409191
"71","1553202_at","STOX1","219736","storkhead box 1",-0.299141317128673,6.7563953241269,-1.00500645807316,0.330190376741717,0.482491518752484,-5.68354570119263
"72","1553211_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",-0.695170820023143,5.87181746107661,-2.42552238273333,0.0277902891310598,0.118334518872681,-3.65520227734374
"73","1553213_a_at","KRT78","196374","keratin 78",-0.287471726540529,7.99498349430403,-1.03125285824074,0.318106889095028,0.470373853926048,-5.65806935215498
"74","1553214_a_at","CCDC7","79741","coiled-coil domain containing 7",0.502099674771077,8.1879156100532,1.63773440275169,0.121435474480052,0.248789818552958,-4.92438401006353
"75","1553218_a_at","ZNF512","84450","zinc finger protein 512",0.622644001125272,9.20768691784448,1.91009224056726,0.0746346203872388,0.186734635532357,-4.51812102949417
"76","1553229_at","ZNF572","137209","zinc finger protein 572",0.496710470711516,6.50854440330522,1.93554427829017,0.0712148213079046,0.182194190488423,-4.47816651146726
"77","1553243_at","ITIH5","80760","inter-alpha-trypsin inhibitor heavy chain 5",0.299687038910793,8.66217174332859,0.934063368012879,0.364469124514026,0.517208655292989,-5.74951549332
"78","1553252_a_at","BRWD3","254065","bromodomain and WD repeat domain containing 3",-0.284502379409584,9.20355193347662,-1.12300022641753,0.278381076005651,0.430326125458935,-5.56458760428373
"79","1553269_at","ZNF718","255403","zinc finger protein 718",0.466968500412634,8.14329810540632,1.21725528490762,0.241555796464183,0.390679510764924,-5.46159842378604
"80","1553288_a_at","NYAP1","222950","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1",-0.605895234783599,6.95531414968072,-1.53516037724473,0.144724746048125,0.277149305087713,-5.06630049188268
"81","1553299_at","DUSP5P1","574029","dual specificity phosphatase 5 pseudogene 1",0.493359767851483,5.89312541897382,1.75716674004886,0.0984432797666525,0.220687956952442,-4.75123514408805
"82","1553311_at","C20orf197","284756","chromosome 20 open reading frame 197",0.577725375445728,5.07719789334894,2.42703077400942,0.0277072707502279,0.118334518872681,-3.65253380060601
"83","1553333_at","MAB21L3","126868","mab-21 like 3",0.52158638696799,6.3167243866462,2.07442275357316,0.0549252514799215,0.160791043798447,-4.25480282362008
"84","1553349_at","ARID2","196528","AT-rich interaction domain 2",-0.0585550828381898,6.50656198751444,-0.155156065187923,0.878683018530629,0.923538626004862,-6.16949232253155
"85","1553352_x_at","ERVW-1","30816","endogenous retrovirus group W member 1, envelope",-1.02901871741924,6.87858951795231,-3.39916286845588,0.00376811817185623,0.0636905897176738,-1.83276340364645
"86","1553388_at","CALHM4","221301","calcium homeostasis modulator family member 4",-0.982088966219505,5.67417914328704,-2.81968494273199,0.0125377143046935,0.0899301098714373,-2.93730249102818
"87","1553394_a_at","TFAP2B","7021","transcription factor AP-2 beta",0.539075168673749,8.39650221102962,1.8917231187556,0.0771934584097555,0.191058715218415,-4.54675872218882
"88","1553413_at","LCAL1","80078","lung cancer associated lncRNA 1",-0.250304467493899,6.9617921703857,-0.733873498734665,0.47388464259014,0.619242004462349,-5.91205858925043
"89","1553494_at","TDH","157739","L-threonine dehydrogenase (pseudogene)",-1.24514935324209,5.76111885735266,-4.39555555839648,0.000474853133695941,0.0275305655903716,0.091294604455836
"90","1553505_at","A2ML1","144568","alpha-2-macroglobulin like 1",0.123441873292718,8.16346946844172,0.325219695435426,0.749324813607119,0.835269471786587,-6.12803210304204
"91","1553510_s_at","CNOT9","9125","CCR4-NOT transcription complex subunit 9",0.0448930530693197,7.56653049726754,0.127271730189257,0.90034729946794,0.938489724843209,-6.17350097182582
"92","1553534_at","NLRP10","338322","NLR family pyrin domain containing 10",-0.233752039954797,6.31677104415311,-0.842142813461214,0.412400978662106,0.563421055355271,-5.82856166617452
"93","1553539_at","KRT74","121391","keratin 74",-1.14391638942184,9.01307206815997,-3.1349735766731,0.00653679538202657,0.0772168522410821,-2.34103384947195
"94","1553574_at","IFNE","338376","interferon epsilon",-0.710240653745933,5.55956583684187,-2.03916159694975,0.0587038173940311,0.165883504165542,-4.312342082302
"95","1553604_at","ABCA13","154664","ATP binding cassette subfamily A member 13",1.0498336966497,8.12066743157359,2.61712463437205,0.0189355178461362,0.104554895013132,-3.31101265385843
"96","1553613_s_at","FOXC1","2296","forkhead box C1",-0.509512509028436,10.4870328588714,-1.75996780864615,0.097953085138572,0.219882225829531,-4.74707714466832
"97","1553634_a_at","WEE2-AS1","285962","WEE2 antisense RNA 1",-0.463504394007195,7.06233956461331,-1.72395636272976,0.104420892577896,0.228106964990431,-4.80020123719796
"98","1553635_s_at","TCTEX1D1","200132","Tctex1 domain containing 1",0.281499719345369,6.12068614281794,1.0703178017541,0.300716673285828,0.452375454832603,-5.61909972902517
"99","1553672_at","ENAH","55740","ENAH actin regulator",-0.742950063043411,6.92641209965969,-2.75395964401534,0.0143416132769204,0.0939433483169071,-3.05952153404084
"100","1553678_a_at","ITGB1","3688","integrin subunit beta 1",1.30802608909469,9.73647848729462,2.93605087987955,0.00986966868665294,0.0856191478724928,-2.71897015669328
"101","1553682_at","FBXL14","144699","F-box and leucine rich repeat protein 14",0.611202312696501,6.00602819918687,2.16176481196055,0.0465051764813653,0.14906333427892,-4.11000281849798
"102","1553689_s_at","METTL6","131965","methyltransferase like 6",-0.311978048668518,9.14805434326917,-1.26741049422537,0.22355497095422,0.37079084131588,-5.4040253746611
"103","1553694_a_at","PIK3C2A","5286","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha",-0.165501835707058,7.51142512837272,-0.537990271049309,0.598156958191815,0.727363475679729,-6.0356339464535
"104","1553710_at","FAM218A","152756","family with sequence similarity 218 member A",-0.833514213578191,6.42749799872338,-2.75340307282758,0.0143579126087937,0.0939433483169071,-3.06055280503105
"105","1553718_at","ZNF548","147694","zinc finger protein 548",0.688810219629392,10.3968529296376,2.1282967435511,0.0495802749624216,0.152835253916575,-4.16586106980145
"106","1553722_s_at","RNF152","220441","ring finger protein 152",-0.423337038615001,6.46543137799248,-1.45889853662384,0.164384185098509,0.301072559781001,-5.16748041508141
"107","1553750_a_at","FAM76B","143684","family with sequence similarity 76 member B",-0.269557192633012,7.47245005207512,-1.00543378916193,0.329991057575645,0.482491518752484,-5.68313549202275
"108","1553764_a_at","AJUBA","84962","ajuba LIM protein",0.687929976593074,9.86402393260921,2.14721258940629,0.0478199838615132,0.151035691044128,-4.13434625943855
"109","1553785_at","RASGEF1B","153020","RasGEF domain family member 1B",-0.860449041169205,7.69361168379585,-2.86325023456862,0.0114654764591499,0.0889720973230035,-2.85583814369452
"110","1553789_a_at","C21orf58","54058","chromosome 21 open reading frame 58",-0.187223645346553,7.01333042283442,-0.663712947405259,0.516539221529377,0.65776920812779,-5.96045704866746
"111","1553829_at","CYP1B1-AS1","285154","CYP1B1 antisense RNA 1",-1.28629644634641,8.35867342696595,-3.21667955780564,0.0055146346665464,0.0738274690651595,-2.18445407060273
"112","1553834_at","COL6A5","256076","collagen type VI alpha 5 chain",0.80415254945679,6.97048283663147,1.32021506353753,0.20575962165923,0.349317748079401,-5.34139739735857
"113","1553906_s_at","FGD2","221472","FYVE, RhoGEF and PH domain containing 2",0.632750063888277,12.8092938524073,2.67984152935729,0.0166770861042197,0.0991971961199103,-3.19627220347807
"114","1553929_at","ACER1","125981","alkaline ceramidase 1",0.303414270622142,10.0765342153802,1.06897517274358,0.301302605378068,0.453121747622831,-5.62045975835918
"115","1553940_a_at","LRRC28","123355","leucine rich repeat containing 28",0.274977229673325,7.51237192383963,0.903855219422675,0.379783820813259,0.531971561283555,-5.77630333588918
"116","1553973_a_at","SPINK6","404203","serine peptidase inhibitor, Kazal type 6",0.241388302746143,5.94427888709053,0.483959581590004,0.635121185769016,0.754309220866239,-6.06329498978433
"117","1553976_a_at","DPCD","25911","deleted in primary ciliary dyskinesia homolog (mouse)",-0.538050658376818,9.43745161128011,-1.87999062429669,0.0788685898100366,0.193677296495533,-4.56496166911046
"118","1553977_a_at","CYP39A1","51302","cytochrome P450 family 39 subfamily A member 1",0.373590640297367,8.84082431473306,1.03603007580532,0.315942146106965,0.468172557202019,-5.65337096811969
"119","1553982_a_at","RAB7B","338382","RAB7B, member RAS oncogene family",-0.382556434374905,8.80579989514632,-1.47041425457132,0.161280670865863,0.297549269878352,-5.15244694113167
"120","1553986_at","RASEF","158158","RAS and EF-hand domain containing",-0.635924424091531,8.47665975549857,-2.08673552999345,0.0536591011329803,0.158294103933277,-4.23458365852999
"121","1553992_s_at","NBR2","10230","neighbor of BRCA1 lncRNA 2",0.211222158117252,10.4181616403853,0.66384088240513,0.516459494205181,0.65776920812779,-5.96037295242047
"122","1554003_at","ARHGEF28","64283","Rho guanine nucleotide exchange factor 28",-0.284306036928584,9.53123423112193,-0.755306797187385,0.461289023521188,0.608775990225241,-5.89637038685394
"123","1554006_a_at","LLGL2","3993","LLGL scribble cell polarity complex component 2",-0.563814430240782,8.4217300880104,-2.33866267463443,0.0329871199572585,0.127145253227464,-3.8076463810614
"124","1554021_a_at","ZNF12","7559","zinc finger protein 12",0.0171377938033146,8.89846075411037,0.0545202126011694,0.957211070635021,0.973848827797794,-6.18023774608304
"125","1554026_a_at","MYO10","4651","myosin X",-0.985033840801748,7.50231946138427,-2.52366666858353,0.0228521870277779,0.110416951324962,-3.48016751924088
"126","1554036_at","ZBTB24","9841","zinc finger and BTB domain containing 24",-0.530019417892243,6.67507468375619,-1.84580644993934,0.0839356798259894,0.200745172613699,-4.61760009060505
"127","1554038_at","LARP1B","55132","La ribonucleoprotein 1B",-0.72139806286398,7.53784264801606,-2.78867607061136,0.0133595614869856,0.0914323312623546,-2.99507093725098
"128","1554044_a_at","MRAP","56246","melanocortin 2 receptor accessory protein",-0.114747105057448,9.610542640339,-0.326962881294858,0.748031026939726,0.834812576416378,-6.1274567174027
"129","1554049_s_at","DCAF8","50717","DDB1 and CUL4 associated factor 8",-0.696458910252717,7.37175796774518,-2.61244533945821,0.0191153034611805,0.104554895013132,-3.3195353842088
"130","1554053_at","SPTLC1","10558","serine palmitoyltransferase long chain base subunit 1",0.351307149914492,8.11247657548666,0.985013637191762,0.33961131294617,0.491572316085001,-5.70256679207692
"131","1554062_at","XG","7499","Xg glycoprotein (Xg blood group)",0.610988992557608,10.7403821560331,1.9122425870302,0.0743400987041634,0.186182451769513,-4.51475768846132
"132","1554082_a_at","NOL9","79707","nucleolar protein 9",-0.577732820850897,8.25535976507656,-2.2919710394069,0.0361452159028135,0.132594166520024,-3.88855589620715
"133","1554085_at","DDX51","317781","DEAD-box helicase 51",-0.243992372845605,7.77522622590421,-0.83501494142716,0.416282878676046,0.56764824007623,-5.83438174020089
"134","1554086_at","TUBGCP3","10426","tubulin gamma complex associated protein 3",0.351490916821589,6.78477104716515,1.22226712695524,0.239708020603096,0.388649069727425,-5.45593051220212
"135","1554095_at","RBM33","155435","RNA binding motif protein 33",-0.743130614170675,7.57557514832351,-2.90161889302905,0.0105954244788544,0.0869412871056553,-2.78381344699617
"136","1554097_a_at","MIR31HG","554202","MIR31 host gene",-0.680308437405891,6.96989323355359,-1.92938877338356,0.0720287259128921,0.183213763744139,-4.48785834677462
"137","1554122_a_at","HSD17B12","51144","hydroxysteroid 17-beta dehydrogenase 12",-0.567274126892749,6.72792158676356,-1.61421234743526,0.126472246696525,0.255672529718997,-4.95749988853078
"138","1554140_at","WDR78","79819","WD repeat domain 78",0.0213126002095612,6.08626121232141,0.0781557332298193,0.938695349012155,0.962043603992459,-6.17863988677947
"139","1554154_at","GDAP2","54834","ganglioside induced differentiation associated protein 2",0.171582405073071,8.05535574248801,0.471276087554603,0.643950306744145,0.762282409579317,-6.0693778384572
"140","1554167_a_at","GOLGA7","51125","golgin A7",0.508053937052781,9.10556400553149,1.73166265553504,0.103006286140077,0.225995522962396,-4.78889391682208
"141","1554176_a_at","C3orf33","285315","chromosome 3 open reading frame 33",0.35915451607441,7.14069425620294,1.40752057208556,0.178836946448671,0.317789249112473,-5.23346490686999
"142","1554178_a_at","FAM126B","285172","family with sequence similarity 126 member B",0.274304988383845,9.51645734834046,0.88023485926278,0.392057376047147,0.542981165508459,-5.79669888850365
"143","1554179_s_at","LYNX1","66004","Ly6/neurotoxin 1",-0.306869921409803,9.13957359589192,-0.842896512417313,0.41199188933108,0.563314538233079,-5.82794362232816
"144","1554246_at","C1orf210","149466","chromosome 1 open reading frame 210",0.0405890358465655,9.02610262509161,0.143944245909521,0.887382894925064,0.928429645717076,-6.17119902554769
"145","1554256_a_at","PCNX2","80003","pecanex 2",0.0512490759141553,6.13300268989539,0.169743308637335,0.867388174402314,0.917020740240049,-6.16708091718733
"146","1554260_a_at","FRYL","285527","FRY like transcription coactivator",0.380457602181389,8.31052797829935,1.24416408204423,0.231763181957088,0.380662158838018,-5.43094451307492
"147","1554314_at","C6orf141","135398","chromosome 6 open reading frame 141",-0.191981323666107,6.77107860588663,-0.531806899635001,0.602332598333923,0.731207130203684,-6.03894246359051
"148","1554333_at","DNAJA4","55466","DnaJ heat shock protein family (Hsp40) member A4",-0.686960891563682,7.48376661498533,-2.41229486057269,0.028528441068988,0.119120411218523,-3.67857278518939
"149","1554360_at","FCHSD2","9873","FCH and double SH3 domains 2",0.229822059960258,8.61036176494705,0.59512949731143,0.560269928267256,0.696059487236463,-6.00332639366073
"150","1554396_at","UEVLD","55293","UEV and lactate/malate dehyrogenase domains",-0.183295235902984,5.93240063585993,-0.586733605888616,0.565756234572703,0.70070783978435,-6.00826893436326
"151","1554398_at","LYG2","254773","lysozyme g2",-2.57136507123397,10.3610768422446,-3.8890122881647,0.00135422931581982,0.0429605828238689,-0.883254342320746
"152","1554408_a_at","TK1","7083","thymidine kinase 1",-0.357714471465449,8.79985109497474,-1.3691499004195,0.190294623178566,0.331438563298579,-5.28156218890672
"153","1554417_s_at","APH1A","51107","aph-1 homolog A, gamma-secretase subunit",0.54078453203479,8.11709912058713,1.47198199104246,0.160861941667738,0.297102758612987,-5.15039347957866
"154","1554440_at","KIAA0513","9764","KIAA0513",-0.278800011148658,6.23815317149274,-1.0308798523039,0.318276360715623,0.470373853926048,-5.65843541061863
"155","1554441_a_at","WAPL","23063","WAPL cohesin release factor",0.228576664260658,7.84061321492367,0.748134070418587,0.465481183216368,0.612066498473242,-5.90166716573287
"156","1554452_a_at","HILPDA","29923","hypoxia inducible lipid droplet associated",0.545656693471559,10.6893155991658,1.73112618443649,0.103104219253629,0.226112035615349,-4.78968215523494
"157","1554462_a_at","DNAJB9","4189","DnaJ heat shock protein family (Hsp40) member B9",0.86935388334725,8.69885215147959,2.87633025170886,0.011161333296606,0.0883185374273715,-2.83131303723746
"158","1554464_a_at","CRTAP","10491","cartilage associated protein",0.769901705777381,7.0428450746765,2.51676327738634,0.0231702843736382,0.110416951324962,-3.49256983698812
"159","1554469_at","ZBTB44","29068","zinc finger and BTB domain containing 44",-0.738676089689752,7.63583336947665,-2.87864561966948,0.0111083194590387,0.0883185374273715,-2.8269686143925
"160","1554479_a_at","CARD8","22900","caspase recruitment domain family member 8",0.913466506515288,10.2193814679531,3.34875064034599,0.00418660395940602,0.0672021186434101,-1.93014360226531
"161","1554482_a_at","SAR1B","51128","secretion associated Ras related GTPase 1B",0.494861208678078,9.1696234865349,1.35752052273582,0.193882244779554,0.335486120983901,-5.29593616226564
"162","1554485_s_at","TMEM37","140738","transmembrane protein 37",0.488781611678654,8.48047001636289,1.03054990833567,0.318426321671283,0.470457635181592,-5.65875911346235
"163","1554486_a_at","GFOD1","54438","glucose-fructose oxidoreductase domain containing 1",-0.86036692097709,7.84719982599271,-2.65126099017918,0.0176721658780559,0.101783518246461,-3.24867600133598
"164","1554547_at","FAM13C","220965","family with sequence similarity 13 member C",0.796426359827878,9.18742914259575,2.29122927468046,0.0361975980421248,0.132689450962556,-3.88983514080154
"165","1554558_at","DCAF5","8816","DDB1 and CUL4 associated factor 5",-0.490910774398259,5.44893755551582,-1.44192422865349,0.169048675798673,0.305949594807502,-5.18947816174326
